rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,PNPPoints,-,x,y,z,-,x,y,z,-,x,y,z,-,x,y,z,-,x,y,z,t,x,y,z,q
1.61609E+18,,182,,1611648715,413301341,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.8140869,-28.66902542,79.75817871,"[0.6952637434005737, -0.043037690222263336, 0.7167089581489563, -0.032929226756095886]",,,,,
1.61609E+18,,183,,1611648715,427358478,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,347.6417542,-25.98127556,77.06915283,"[0.6886755228042603, -0.04827531427145004, 0.723030686378479, -0.024943504482507706]",,,,,
1.61609E+18,,184,,1611648715,442875205,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,347.6417542,-25.98127556,77.06915283,"[0.6886755228042603, -0.04827531427145004, 0.723030686378479, -0.024943504482507706]",,,,,
1.61609E+18,,185,,1611648715,458665163,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,347.6417542,-25.98127556,77.06915283,"[0.6886755228042603, -0.04827531427145004, 0.723030686378479, -0.024943504482507706]",,,,,
1.61609E+18,,186,,1611648715,476610938,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.8140869,-28.66902542,79.75817871,"[0.6952637434005737, -0.043037690222263336, 0.7167089581489563, -0.032929226756095886]",,,,,
1.61609E+18,,187,,1611648715,492802013,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.8140869,-28.66902542,79.75817871,"[0.6952637434005737, -0.043037690222263336, 0.7167089581489563, -0.032929226756095886]",,,,,
1.61609E+18,,188,,1611648715,509510213,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,347.6417542,-25.98127556,77.06915283,"[0.6886755228042603, -0.04827531427145004, 0.723030686378479, -0.024943504482507706]",,,,,
1.61609E+18,,189,,1611648715,525817274,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,347.6417542,-25.98127556,77.06915283,"[0.6886755228042603, -0.04827531427145004, 0.723030686378479, -0.024943504482507706]",,,,,
1.61609E+18,,190,,1611648715,539048987,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,347.6417542,-25.98127556,77.06915283,"[0.6886755228042603, -0.04827531427145004, 0.723030686378479, -0.024943504482507706]",,,,,
1.61609E+18,,191,,1611648716,556027967,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,347.6417542,-25.98127556,77.06915283,"[0.6886755228042603, -0.04827531427145004, 0.723030686378479, -0.024943504482507706]",,,,,
1.61609E+18,,192,,1611648716,569415038,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,347.6417542,-25.98127556,77.06915283,"[0.6886755228042603, -0.04827531427145004, 0.723030686378479, -0.024943504482507706]",,,,,
1.61609E+18,,193,,1611648716,583771430,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,347.6417542,-25.98127556,77.06915283,"[0.6886755228042603, -0.04827531427145004, 0.723030686378479, -0.024943504482507706]",,,,,
1.61609E+18,,194,,1611648716,596495603,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.8140869,-28.66902542,79.75817871,"[0.6952637434005737, -0.043037690222263336, 0.7167089581489563, -0.032929226756095886]",,,,,
1.61609E+18,,195,,1611648716,611152467,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.8140869,-28.66902542,79.75817871,"[0.6952637434005737, -0.043037690222263336, 0.7167089581489563, -0.032929226756095886]",,,,,
1.61609E+18,,196,,1611648716,623453456,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.8140869,-28.66902542,79.75817871,"[0.6952637434005737, -0.043037690222263336, 0.7167089581489563, -0.032929226756095886]",,,,,
1.61609E+18,,197,,1611648716,636748097,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,346.9370117,-30.96993446,82.86268616,"[0.7015748620033264, -0.038291532546281815, 0.710419237613678, -0.04038536176085472]",,,,,
1.61609E+18,,198,,1611648716,654281486,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,346.9370117,-30.96993446,82.86268616,"[0.7015748620033264, -0.038291532546281815, 0.710419237613678, -0.04038536176085472]",,,,,
1.61609E+18,,199,,1611648716,666655302,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,347.6417542,-25.98127556,77.06915283,"[0.6886755228042603, -0.04827531427145004, 0.723030686378479, -0.024943504482507706]",,,,,
1.61609E+18,,200,,1611648716,685494602,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,347.6417542,-25.98127556,77.06915283,"[0.6886755228042603, -0.04827531427145004, 0.723030686378479, -0.024943504482507706]",,,,,
1.61609E+18,,201,,1611648716,698245924,'',,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348.8140869,-28.66902542,79.75817871,"[0.6952637434005737, -0.043037690222263336, 0.7167089581489563, -0.032929226756095886]",,,,,
